Purchase Order ID,Product ID,Supplier ID,Order Date,Requested Delivery Date (Supplier),Actual Delivery Date (Supplier),Quantity Ordered,Quantity Received,Unit Cost,Total PO Value,Payment Terms,Supplier Lead Time (Standard),Supplier Quality Rating
PO4352,PROD004,SUPP003,4/14/25,4/24/25,4/25/25,448,446,83,"37,184",Net 45,10,A
PO4353,PROD004,SUPP003,5/19/25,5/29/25,5/31/25,211,210,89,"18,779",Net 60,10,C
PO4354,PROD003,SUPP001,4/15/25,4/30/25,5/3/25,416,412,127,"52,832",Net 30,15,B
PO4355,PROD002,SUPP002,4/2/25,4/21/25,4/22/25,138,135,136,"18,768",Net 60,19,A
PO4356,PROD002,SUPP002,4/24/25,5/9/25,5/10/25,85,80,198,"16,830",Net 45,15,B
PO4357,PROD004,SUPP002,4/10/25,4/29/25,5/2/25,306,303,164,"50,184",Net 60,19,C
PO4358,PROD004,SUPP001,4/1/25,4/11/25,4/14/25,438,437,134,"58,692",Net 45,10,B
PO4359,PROD003,SUPP002,5/17/25,6/4/25,6/7/25,207,205,96,"19,872",Net 45,18,C
PO4360,PROD002,SUPP003,5/6/25,5/25/25,5/24/25,157,152,181,"28,417",Net 45,19,A
PO4361,PROD004,SUPP003,5/27/25,6/15/25,6/18/25,378,378,190,"71,820",Net 45,19,B
PO4362,PROD003,SUPP004,4/7/25,4/22/25,4/21/25,61,58,172,"10,492",Net 45,15,B
PO4363,PROD004,SUPP004,5/15/25,5/30/25,5/29/25,193,188,41,"7,913",Net 60,15,B
PO4364,PROD001,SUPP002,5/23/25,6/8/25,6/6/25,230,230,177,"40,710",Net 45,16,B
PO4365,PROD001,SUPP001,5/26/25,6/14/25,6/16/25,465,463,186,"86,490",Net 45,19,A
PO4366,PROD003,SUPP001,4/11/25,4/30/25,5/3/25,141,141,141,"19,881",Net 60,19,B
PO4367,PROD004,SUPP002,4/4/25,4/22/25,4/25/25,104,99,119,"12,376",Net 60,18,C
PO4368,PROD005,SUPP002,5/21/25,5/31/25,6/2/25,387,383,91,"35,217",Net 30,10,A
PO4369,PROD005,SUPP004,4/25/25,5/10/25,5/9/25,181,180,41,"7,421",Net 30,15,A
PO4370,PROD004,SUPP004,4/15/25,5/1/25,5/2/25,445,440,102,"45,390",Net 60,16,B
PO4371,PROD004,SUPP003,4/10/25,4/28/25,4/28/25,253,252,53,"13,409",Net 45,18,A
PO4372,PROD004,SUPP004,5/5/25,5/18/25,5/20/25,235,235,200,"47,000",Net 30,13,A
PO4373,PROD005,SUPP003,5/20/25,6/3/25,6/2/25,288,283,173,"49,824",Net 45,14,C
PO4374,PROD004,SUPP004,5/20/25,5/31/25,5/29/25,406,402,148,"60,088",Net 30,11,A
PO4375,PROD003,SUPP001,5/11/25,5/22/25,5/24/25,439,436,133,"58,387",Net 30,11,C
PO4376,PROD004,SUPP002,5/2/25,5/17/25,5/20/25,168,165,152,"25,536",Net 30,15,B
PO4377,PROD002,SUPP003,5/15/25,5/29/25,6/1/25,378,373,83,"31,374",Net 60,14,C
PO4378,PROD001,SUPP003,5/21/25,6/5/25,6/7/25,287,286,63,"18,081",Net 60,15,C
PO4379,PROD003,SUPP001,4/2/25,4/16/25,4/16/25,263,260,91,"23,933",Net 60,14,A
PO4380,PROD001,SUPP002,4/23/25,5/3/25,5/5/25,119,118,121,"14,399",Net 45,10,B
PO4381,PROD002,SUPP002,4/19/25,5/4/25,5/4/25,420,417,137,"57,540",Net 30,15,A
PO4382,PROD004,SUPP003,4/26/25,5/9/25,5/12/25,415,411,147,"61,005",Net 60,13,A
PO4383,PROD003,SUPP002,4/9/25,4/28/25,4/27/25,356,356,112,"39,872",Net 60,19,A
PO4384,PROD003,SUPP001,4/12/25,4/25/25,4/27/25,494,490,125,"61,750",Net 45,13,B
PO4385,PROD002,SUPP004,4/25/25,5/13/25,5/12/25,266,261,180,"47,880",Net 60,18,B
PO4386,PROD005,SUPP003,4/14/25,5/4/25,5/3/25,88,85,104,"9,152",Net 60,20,B
PO4387,PROD001,SUPP003,5/28/25,6/12/25,6/10/25,440,435,158,"69,520",Net 30,15,B
PO4388,PROD003,SUPP002,5/23/25,6/4/25,6/6/25,425,425,54,"22,950",Net 45,12,C
PO4389,PROD002,SUPP004,4/18/25,5/4/25,5/4/25,184,182,136,"25,024",Net 45,16,B
PO4390,PROD004,SUPP003,4/17/25,5/2/25,5/4/25,177,172,67,"11,859",Net 60,15,C
PO4391,PROD003,SUPP001,4/13/25,4/29/25,4/30/25,213,209,142,"30,246",Net 45,16,C
PO4392,PROD004,SUPP003,4/11/25,4/25/25,4/28/25,447,446,94,"42,018",Net 30,14,A
PO4393,PROD003,SUPP003,5/4/25,5/16/25,5/17/25,135,130,196,"26,460",Net 45,12,C
PO4394,PROD002,SUPP004,4/11/25,4/29/25,5/1/25,270,265,67,"18,090",Net 45,18,C
PO4395,PROD002,SUPP001,5/12/25,6/1/25,6/3/25,261,261,179,"46,719",Net 45,20,C
PO4396,PROD005,SUPP004,5/30/25,6/13/25,6/15/25,352,352,180,"63,360",Net 30,14,C
PO4397,PROD001,SUPP001,4/28/25,5/11/25,5/11/25,131,130,103,"13,493",Net 60,13,A
PO4398,PROD003,SUPP003,5/9/25,5/19/25,5/17/25,289,284,165,"47,685",Net 30,10,B
PO4399,PROD004,SUPP001,5/23/25,6/5/25,6/3/25,310,310,172,"53,320",Net 45,13,A
PO4400,PROD002,SUPP001,4/10/25,4/20/25,4/20/25,150,147,171,"25,650",Net 60,10,C
PO4401,PROD001,SUPP004,5/26/25,6/15/25,6/15/25,487,483,68,"33,116",Net 30,20,C
PO4402,PROD002,SUPP004,5/9/25,5/28/25,5/30/25,297,295,175,"51,975",Net 45,19,C
PO4403,PROD005,SUPP004,4/14/25,4/30/25,4/30/25,215,215,45,"9,675",Net 60,16,C
PO4404,PROD003,SUPP002,4/25/25,5/12/25,5/12/25,436,436,166,"72,376",Net 45,17,C
PO4405,PROD002,SUPP002,4/25/25,5/5/25,5/4/25,229,224,71,"16,259",Net 45,10,B
PO4406,PROD001,SUPP004,5/12/25,5/27/25,5/26/25,322,319,46,"14,812",Net 45,15,B
PO4407,PROD004,SUPP003,5/30/25,6/12/25,6/13/25,83,80,81,"6,723",Net 60,13,C
PO4408,PROD002,SUPP001,4/28/25,5/9/25,5/9/25,418,416,120,"50,160",Net 45,11,C
PO4409,PROD005,SUPP004,5/14/25,5/24/25,5/24/25,29,27,95,"2,755",Net 45,10,B
PO4410,PROD003,SUPP001,4/7/25,4/20/25,4/19/25,40,37,177,"7,080",Net 45,13,B
PO4411,PROD003,SUPP001,5/17/25,5/30/25,5/30/25,379,377,157,"59,503",Net 30,13,C
PO4412,PROD004,SUPP002,5/10/25,5/24/25,5/24/25,237,233,86,"20,382",Net 45,14,B
PO4413,PROD003,SUPP004,5/17/25,5/31/25,6/2/25,110,105,180,"19,800",Net 45,14,C
PO4414,PROD004,SUPP003,5/13/25,5/24/25,5/27/25,226,221,124,"28,024",Net 30,11,B
PO4415,PROD004,SUPP001,5/3/25,5/17/25,5/20/25,450,445,186,"83,700",Net 60,14,A
PO4416,PROD005,SUPP002,5/16/25,5/30/25,6/1/25,254,249,126,"32,004",Net 60,14,A
PO4417,PROD005,SUPP002,5/10/25,5/28/25,5/30/25,169,166,83,"14,027",Net 60,18,A
PO4418,PROD003,SUPP001,5/28/25,6/13/25,6/13/25,345,340,184,"63,480",Net 60,16,C
PO4419,PROD001,SUPP003,4/26/25,5/16/25,5/17/25,86,83,194,"16,684",Net 60,20,C
PO4420,PROD004,SUPP004,4/21/25,5/9/25,5/12/25,414,410,132,"54,648",Net 60,18,B
PO4421,PROD001,SUPP004,5/4/25,5/21/25,5/23/25,269,264,74,"19,906",Net 45,17,B
PO4422,PROD004,SUPP002,5/10/25,5/24/25,5/24/25,496,496,122,"60,512",Net 60,14,A
PO4423,PROD004,SUPP003,4/3/25,4/16/25,4/16/25,356,355,194,"69,064",Net 45,13,C
PO4424,PROD003,SUPP004,5/29/25,6/15/25,6/17/25,307,302,151,"46,357",Net 45,17,C
PO4425,PROD002,SUPP004,4/21/25,5/10/25,5/12/25,139,134,163,"22,657",Net 30,19,C
PO4426,PROD003,SUPP002,5/25/25,6/9/25,6/11/25,150,147,153,"22,950",Net 30,15,C
PO4427,PROD004,SUPP002,5/4/25,5/14/25,5/14/25,221,220,96,"21,216",Net 45,10,A
PO4428,PROD001,SUPP001,4/18/25,5/1/25,4/29/25,203,203,62,"12,586",Net 60,13,B
PO4429,PROD002,SUPP003,4/21/25,5/5/25,5/4/25,224,220,109,"24,416",Net 45,14,B
PO4430,PROD005,SUPP003,5/6/25,5/25/25,5/26/25,333,332,140,"46,620",Net 60,19,B
PO4431,PROD004,SUPP001,5/23/25,6/4/25,6/6/25,327,324,126,"41,202",Net 45,12,C
PO4432,PROD005,SUPP003,4/26/25,5/15/25,5/17/25,53,49,146,"7,738",Net 45,19,C
PO4433,PROD003,SUPP001,5/7/25,5/20/25,5/22/25,442,442,154,"68,068",Net 60,13,A
PO4434,PROD004,SUPP004,4/29/25,5/15/25,5/13/25,183,183,95,"17,385",Net 30,16,A
PO4435,PROD003,SUPP003,4/11/25,5/1/25,4/29/25,122,117,106,"12,932",Net 45,20,B
PO4436,PROD004,SUPP004,5/5/25,5/25/25,5/28/25,190,185,155,"29,450",Net 45,20,C
PO4437,PROD001,SUPP004,5/30/25,6/14/25,6/16/25,81,79,138,"11,178",Net 45,15,A
PO4438,PROD002,SUPP001,4/1/25,4/13/25,4/14/25,496,492,180,"89,280",Net 45,12,A
PO4439,PROD004,SUPP004,5/20/25,6/6/25,6/7/25,77,73,117,"9,009",Net 30,17,C
PO4440,PROD003,SUPP004,4/15/25,4/25/25,4/25/25,474,474,116,"54,984",Net 30,10,C
PO4441,PROD004,SUPP004,4/27/25,5/7/25,5/10/25,114,110,141,"16,074",Net 60,10,A
PO4442,PROD003,SUPP004,4/9/25,4/19/25,4/18/25,246,245,169,"41,574",Net 60,10,A
PO4443,PROD003,SUPP002,4/11/25,4/24/25,4/22/25,343,343,58,"19,894",Net 60,13,C
PO4444,PROD005,SUPP001,4/9/25,4/24/25,4/25/25,154,149,68,"10,472",Net 45,15,C
PO4445,PROD004,SUPP001,4/11/25,4/22/25,4/21/25,350,349,75,"26,250",Net 60,11,B
PO4446,PROD001,SUPP004,4/29/25,5/12/25,5/15/25,195,194,123,"23,985",Net 45,13,A
PO4447,PROD003,SUPP002,4/15/25,5/4/25,5/2/25,236,235,174,"41,064",Net 60,19,B
PO4448,PROD004,SUPP004,5/10/25,5/22/25,5/24/25,460,457,197,"90,620",Net 60,12,C
PO4449,PROD004,SUPP004,5/11/25,5/29/25,5/31/25,50,46,111,"5,550",Net 60,18,A
PO4450,PROD002,SUPP004,4/4/25,4/21/25,4/23/25,70,65,111,"7,770",Net 30,17,A
PO4451,PROD001,SUPP001,5/13/25,6/1/25,6/3/25,359,358,65,"23,335",Net 30,19,B
PO4452,PROD001,SUPP001,4/4/25,4/24/25,4/25/25,305,304,170,"51,850",Net 60,20,B
PO4453,PROD004,SUPP003,5/4/25,5/16/25,5/17/25,45,42,180,"8,100",Net 60,12,B
PO4454,PROD003,SUPP002,5/22/25,6/10/25,6/9/25,300,295,153,"45,900",Net 30,19,A
PO4455,PROD001,SUPP002,4/19/25,5/9/25,5/11/25,387,385,179,"69,273",Net 30,20,A
PO4456,PROD005,SUPP002,4/22/25,5/8/25,5/9/25,428,426,123,"52,644",Net 30,16,B
PO4457,PROD001,SUPP004,4/25/25,5/14/25,5/13/25,365,360,100,"36,500",Net 30,19,C
PO4458,PROD004,SUPP003,5/14/25,5/30/25,5/31/25,65,61,90,"5,850",Net 30,16,B
PO4459,PROD004,SUPP002,4/28/25,5/10/25,5/13/25,350,348,127,"44,450",Net 45,12,C
PO4460,PROD002,SUPP004,4/29/25,5/18/25,5/16/25,173,173,143,"24,739",Net 45,19,C
PO4461,PROD005,SUPP002,5/5/25,5/22/25,5/21/25,220,219,117,"25,740",Net 45,17,C
PO4462,PROD003,SUPP004,4/5/25,4/25/25,4/26/25,45,44,83,"3,735",Net 45,20,B
PO4463,PROD002,SUPP002,5/17/25,6/6/25,6/7/25,121,121,124,"15,004",Net 60,20,C
PO4464,PROD005,SUPP004,5/25/25,6/11/25,6/13/25,196,192,117,"22,932",Net 30,17,A
PO4465,PROD002,SUPP004,4/1/25,4/12/25,4/13/25,158,154,51,"8,058",Net 60,11,A
PO4466,PROD004,SUPP003,5/16/25,6/3/25,6/1/25,396,396,84,"33,264",Net 60,18,C
PO4467,PROD003,SUPP003,5/11/25,5/21/25,5/24/25,80,77,57,"4,560",Net 30,10,B
PO4468,PROD005,SUPP002,4/6/25,4/19/25,4/18/25,405,403,103,"41,715",Net 30,13,C
PO4469,PROD001,SUPP002,4/20/25,5/4/25,5/3/25,135,130,106,"14,310",Net 60,14,B
PO4470,PROD001,SUPP004,4/17/25,4/29/25,5/2/25,185,183,114,"21,090",Net 60,12,C
PO4471,PROD004,SUPP002,5/2/25,5/14/25,5/16/25,449,447,184,"82,616",Net 30,12,A
PO4472,PROD004,SUPP002,4/9/25,4/22/25,4/24/25,342,337,188,"64,296",Net 30,13,A
PO4473,PROD001,SUPP003,5/13/25,5/23/25,5/26/25,103,103,195,"20,085",Net 45,10,B
PO4474,PROD001,SUPP002,5/1/25,5/21/25,5/19/25,411,411,152,"62,472",Net 45,20,A
PO4475,PROD004,SUPP004,5/9/25,5/28/25,5/27/25,321,316,68,"21,828",Net 30,19,B
PO4476,PROD005,SUPP002,5/22/25,6/5/25,6/5/25,218,213,186,"40,548",Net 45,14,B
PO4477,PROD001,SUPP001,5/7/25,5/26/25,5/27/25,312,311,60,"18,720",Net 45,19,A
PO4478,PROD001,SUPP003,5/20/25,6/7/25,6/7/25,218,214,52,"11,336",Net 60,18,A
PO4479,PROD004,SUPP003,5/25/25,6/12/25,6/15/25,429,425,111,"47,619",Net 60,18,A
PO4480,PROD001,SUPP001,4/18/25,4/28/25,4/28/25,133,131,50,"6,650",Net 45,10,C
PO4481,PROD004,SUPP004,4/8/25,4/25/25,4/26/25,123,123,198,"24,354",Net 30,17,B
PO4482,PROD002,SUPP003,4/18/25,5/6/25,5/6/25,56,55,67,"3,752",Net 45,18,A
PO4483,PROD001,SUPP002,5/22/25,6/2/25,6/2/25,405,403,156,"63,180",Net 30,11,A
PO4484,PROD002,SUPP002,4/8/25,4/24/25,4/25/25,402,400,103,"41,406",Net 45,16,B
PO4485,PROD001,SUPP004,5/2/25,5/19/25,5/18/25,223,219,184,"41,032",Net 30,17,A
PO4486,PROD005,SUPP001,4/18/25,5/1/25,5/4/25,337,336,140,"47,180",Net 30,13,B
PO4487,PROD002,SUPP002,5/13/25,5/24/25,5/25/25,174,170,151,"26,274",Net 45,11,C
PO4488,PROD002,SUPP002,4/15/25,4/27/25,4/29/25,75,75,139,"10,425",Net 30,12,B
PO4489,PROD004,SUPP003,4/30/25,5/19/25,5/18/25,223,222,155,"34,565",Net 45,19,B
PO4490,PROD003,SUPP001,4/2/25,4/12/25,4/11/25,198,198,112,"22,176",Net 60,10,A
PO4491,PROD001,SUPP003,5/21/25,6/6/25,6/6/25,347,346,69,"23,943",Net 45,16,B
PO4492,PROD003,SUPP001,4/16/25,5/1/25,5/3/25,415,412,106,"43,990",Net 30,15,A
PO4493,PROD001,SUPP002,4/25/25,5/9/25,5/8/25,354,349,159,"56,286",Net 45,14,B
PO4494,PROD005,SUPP001,4/23/25,5/12/25,5/12/25,116,113,117,"13,572",Net 45,19,C
PO4495,PROD001,SUPP004,4/19/25,4/29/25,5/1/25,307,307,177,"54,339",Net 60,10,A
PO4496,PROD005,SUPP003,5/3/25,5/14/25,5/16/25,368,368,41,"15,088",Net 30,11,B
PO4497,PROD002,SUPP001,4/24/25,5/13/25,5/15/25,331,330,70,"23,170",Net 30,19,C
PO4498,PROD004,SUPP002,4/12/25,4/24/25,4/22/25,298,293,139,"41,422",Net 30,12,C
PO4499,PROD004,SUPP004,4/8/25,4/27/25,4/25/25,76,74,116,"8,816",Net 30,19,B
PO4500,PROD004,SUPP002,5/4/25,5/15/25,5/17/25,383,382,195,"74,685",Net 30,11,C
PO4501,PROD005,SUPP002,5/17/25,5/27/25,5/25/25,273,269,141,"38,493",Net 60,10,B
PO4502,PROD004,SUPP001,5/25/25,6/12/25,6/10/25,380,377,140,"53,200",Net 30,18,C
PO4503,PROD004,SUPP001,4/4/25,4/22/25,4/20/25,124,119,147,"18,228",Net 60,18,B
PO4504,PROD002,SUPP003,4/4/25,4/21/25,4/20/25,49,45,160,"7,840",Net 30,17,C
PO4505,PROD001,SUPP003,5/20/25,6/9/25,6/7/25,166,163,91,"15,106",Net 30,20,B
PO4506,PROD003,SUPP004,4/9/25,4/22/25,4/23/25,324,323,148,"47,952",Net 30,13,C
PO4507,PROD002,SUPP004,4/10/25,4/24/25,4/25/25,197,195,60,"11,820",Net 30,14,B
PO4508,PROD004,SUPP002,5/19/25,5/30/25,6/1/25,206,206,110,"22,660",Net 60,11,C
PO4509,PROD005,SUPP001,4/18/25,5/3/25,5/3/25,252,248,108,"27,216",Net 45,15,A
PO4510,PROD005,SUPP003,5/2/25,5/15/25,5/15/25,432,427,169,"73,008",Net 30,13,B
PO4511,PROD004,SUPP001,5/20/25,6/5/25,6/5/25,388,388,73,"28,324",Net 30,16,A
PO4512,PROD004,SUPP002,5/26/25,6/5/25,6/4/25,205,205,158,"32,390",Net 60,10,C
PO4513,PROD003,SUPP004,5/18/25,6/6/25,6/9/25,29,29,48,"1,392",Net 45,19,B
PO4514,PROD005,SUPP003,4/20/25,5/4/25,5/3/25,229,226,48,"10,992",Net 60,14,C
PO4515,PROD004,SUPP004,5/7/25,5/27/25,5/25/25,334,334,56,"18,704",Net 60,20,C
PO4516,PROD002,SUPP001,5/31/25,6/17/25,6/20/25,422,421,88,"37,136",Net 45,17,C
PO4517,PROD004,SUPP003,4/11/25,4/30/25,5/2/25,83,83,154,"12,782",Net 60,19,C
PO4518,PROD002,SUPP003,5/22/25,6/11/25,6/11/25,31,31,43,"1,333",Net 45,20,A
PO4519,PROD004,SUPP001,5/21/25,6/1/25,5/30/25,379,374,164,"62,156",Net 45,11,C
PO4520,PROD005,SUPP003,5/18/25,5/29/25,5/28/25,399,399,175,"69,825",Net 30,11,A
PO4521,PROD003,SUPP001,5/9/25,5/24/25,5/22/25,111,110,45,"4,995",Net 45,15,B
PO4522,PROD004,SUPP002,5/30/25,6/14/25,6/14/25,449,444,48,"21,552",Net 60,15,A
PO4523,PROD004,SUPP004,4/27/25,5/11/25,5/9/25,342,342,141,"48,222",Net 60,14,A
PO4524,PROD003,SUPP004,5/25/25,6/14/25,6/16/25,49,48,65,"3,185",Net 45,20,C
PO4525,PROD003,SUPP002,5/30/25,6/15/25,6/17/25,241,240,176,"42,416",Net 45,16,C
PO4526,PROD002,SUPP001,5/25/25,6/9/25,6/11/25,82,81,153,"12,546",Net 60,15,A
PO4527,PROD002,SUPP004,5/6/25,5/17/25,5/17/25,180,176,96,"17,280",Net 30,11,C
PO4528,PROD002,SUPP001,5/26/25,6/5/25,6/7/25,45,44,130,"5,850",Net 60,10,B
PO4529,PROD005,SUPP002,5/17/25,6/1/25,5/30/25,414,414,178,"73,692",Net 60,15,B
PO4530,PROD001,SUPP002,4/10/25,4/21/25,4/21/25,171,170,78,"13,338",Net 30,11,B
PO4531,PROD001,SUPP004,5/22/25,6/9/25,6/8/25,491,488,91,"44,681",Net 60,18,C
PO4532,PROD004,SUPP001,5/15/25,6/3/25,6/2/25,494,490,42,"20,748",Net 45,19,B
PO4533,PROD005,SUPP004,4/25/25,5/12/25,5/14/25,332,330,69,"22,908",Net 45,17,C
PO4534,PROD002,SUPP004,5/28/25,6/16/25,6/14/25,487,483,137,"66,719",Net 30,19,A
PO4535,PROD004,SUPP004,5/27/25,6/11/25,6/14/25,460,460,94,"43,240",Net 45,15,B
PO4536,PROD005,SUPP002,5/22/25,6/3/25,6/6/25,98,94,151,"14,798",Net 45,12,A
PO4537,PROD005,SUPP002,4/30/25,5/11/25,5/14/25,147,142,47,"6,909",Net 30,11,A
PO4538,PROD003,SUPP003,5/22/25,6/1/25,6/1/25,494,489,125,"61,750",Net 60,10,C
PO4539,PROD004,SUPP002,5/18/25,5/30/25,6/1/25,361,356,124,"44,764",Net 45,12,C
PO4540,PROD003,SUPP003,5/26/25,6/14/25,6/12/25,372,372,71,"26,412",Net 60,19,C
PO4541,PROD001,SUPP003,5/6/25,5/18/25,5/16/25,280,275,135,"37,800",Net 30,12,B
PO4542,PROD005,SUPP004,5/23/25,6/12/25,6/10/25,174,169,98,"17,052",Net 45,20,B
PO4543,PROD005,SUPP001,5/14/25,5/26/25,5/27/25,287,283,162,"46,494",Net 30,12,A
PO4544,PROD001,SUPP004,5/15/25,6/2/25,6/3/25,39,37,182,"7,098",Net 45,18,C
PO4545,PROD003,SUPP002,5/11/25,5/24/25,5/24/25,22,17,174,"3,828",Net 60,13,B
PO4546,PROD003,SUPP003,4/15/25,4/27/25,4/25/25,75,72,66,"4,950",Net 30,12,C
PO4547,PROD004,SUPP002,4/28/25,5/15/25,5/13/25,151,146,170,"25,670",Net 45,17,C
PO4548,PROD004,SUPP002,4/27/25,5/15/25,5/14/25,228,223,86,"19,608",Net 45,18,A
PO4549,PROD002,SUPP003,5/21/25,6/3/25,6/6/25,279,274,124,"34,596",Net 60,13,B
PO4550,PROD002,SUPP003,4/9/25,4/28/25,4/30/25,231,226,175,"40,425",Net 60,19,A
PO4551,PROD004,SUPP003,4/28/25,5/10/25,5/8/25,228,225,183,"41,724",Net 30,12,A
PO4552,PROD001,SUPP001,5/6/25,5/25/25,5/27/25,64,62,83,"5,312",Net 45,19,C
PO4553,PROD005,SUPP004,4/8/25,4/19/25,4/17/25,445,443,199,"88,555",Net 45,11,A
PO4554,PROD002,SUPP001,4/2/25,4/21/25,4/20/25,286,285,171,"48,906",Net 60,19,C
PO4555,PROD003,SUPP004,5/23/25,6/12/25,6/13/25,267,265,126,"33,642",Net 45,20,C
PO4556,PROD005,SUPP001,4/13/25,4/24/25,4/22/25,159,154,84,"13,356",Net 45,11,B
PO4557,PROD005,SUPP001,5/25/25,6/11/25,6/10/25,235,235,58,"13,630",Net 60,17,B
PO4558,PROD004,SUPP003,4/2/25,4/12/25,4/14/25,273,272,131,"35,763",Net 30,10,C
PO4559,PROD003,SUPP002,4/9/25,4/19/25,4/20/25,441,437,164,"72,324",Net 60,10,C
PO4560,PROD001,SUPP003,5/10/25,5/30/25,5/29/25,244,239,196,"47,824",Net 60,20,B
PO4561,PROD003,SUPP003,4/25/25,5/5/25,5/6/25,391,391,48,"18,768",Net 30,10,C
PO4562,PROD003,SUPP002,4/6/25,4/21/25,4/23/25,420,417,108,"45,360",Net 30,15,C
PO4563,PROD002,SUPP003,4/2/25,4/16/25,4/17/25,197,195,113,"22,261",Net 30,14,A
PO4564,PROD002,SUPP002,4/23/25,5/10/25,5/12/25,399,396,54,"21,546",Net 30,17,C
PO4565,PROD003,SUPP001,5/19/25,6/7/25,6/7/25,243,242,90,"21,870",Net 30,19,C
PO4566,PROD002,SUPP003,5/5/25,5/18/25,5/16/25,283,278,172,"48,676",Net 45,13,C
PO4567,PROD005,SUPP002,4/4/25,4/23/25,4/24/25,77,74,145,"11,165",Net 45,19,A
PO4568,PROD003,SUPP004,5/3/25,5/19/25,5/18/25,193,193,99,"19,107",Net 60,16,A
PO4569,PROD002,SUPP003,5/4/25,5/22/25,5/23/25,456,456,172,"78,432",Net 60,18,A
PO4570,PROD005,SUPP003,4/15/25,4/27/25,4/29/25,127,124,139,"17,653",Net 45,12,B
PO4571,PROD005,SUPP001,4/18/25,4/28/25,4/26/25,412,407,171,"70,452",Net 30,10,C
PO4572,PROD001,SUPP004,4/10/25,4/24/25,4/23/25,145,140,90,"13,050",Net 60,14,C
PO4573,PROD001,SUPP004,4/19/25,5/9/25,5/11/25,194,194,144,"27,936",Net 30,20,A
PO4574,PROD005,SUPP002,4/20/25,5/5/25,5/8/25,320,317,131,"41,920",Net 30,15,C
PO4575,PROD002,SUPP002,5/6/25,5/19/25,5/18/25,383,382,174,"66,642",Net 30,13,C
PO4576,PROD005,SUPP003,5/18/25,6/3/25,6/3/25,110,108,142,"15,620",Net 45,16,A
PO4577,PROD004,SUPP002,4/20/25,5/7/25,5/6/25,302,300,117,"35,334",Net 60,17,B
PO4578,PROD003,SUPP003,5/17/25,6/4/25,6/2/25,395,394,82,"32,390",Net 30,18,A
PO4579,PROD002,SUPP003,4/30/25,5/17/25,5/20/25,402,402,156,"62,712",Net 60,17,C
PO4580,PROD004,SUPP004,4/11/25,4/26/25,4/26/25,483,483,148,"71,484",Net 60,15,C
PO4581,PROD005,SUPP001,5/11/25,5/31/25,5/30/25,335,332,162,"54,270",Net 60,20,C
PO4582,PROD002,SUPP001,5/7/25,5/20/25,5/23/25,66,66,119,"7,854",Net 45,13,C
PO4583,PROD004,SUPP002,4/16/25,4/26/25,4/25/25,431,427,62,"26,722",Net 45,10,B
PO4584,PROD002,SUPP002,5/30/25,6/11/25,6/13/25,217,215,111,"24,087",Net 45,12,A
PO4585,PROD001,SUPP003,4/7/25,4/19/25,4/21/25,44,42,126,"5,544",Net 30,12,B
PO4586,PROD002,SUPP001,5/26/25,6/9/25,6/10/25,488,486,68,"33,184",Net 30,14,C
PO4587,PROD003,SUPP001,4/10/25,4/26/25,4/24/25,393,391,71,"27,903",Net 60,16,B
PO4588,PROD003,SUPP001,4/18/25,4/29/25,4/28/25,56,52,42,"2,352",Net 30,11,B
PO4589,PROD002,SUPP003,4/21/25,5/2/25,5/5/25,481,481,153,"73,593",Net 30,11,C
PO4590,PROD001,SUPP001,5/30/25,6/13/25,6/12/25,417,416,87,"36,279",Net 45,14,A
PO4591,PROD004,SUPP003,5/12/25,5/29/25,5/28/25,24,20,116,"2,784",Net 45,17,C
PO4592,PROD003,SUPP002,4/17/25,5/5/25,5/8/25,343,342,120,"41,160",Net 45,18,C
PO4593,PROD003,SUPP004,4/30/25,5/20/25,5/18/25,349,347,41,"14,309",Net 30,20,C
PO4594,PROD002,SUPP002,4/27/25,5/9/25,5/11/25,254,249,76,"19,304",Net 30,12,B
PO4595,PROD004,SUPP002,5/18/25,6/4/25,6/4/25,218,215,99,"21,582",Net 45,17,C
PO4596,PROD004,SUPP001,5/23/25,6/7/25,6/5/25,198,196,130,"25,740",Net 45,15,B
PO4597,PROD004,SUPP001,5/2/25,5/21/25,5/22/25,478,476,54,"25,812",Net 60,19,A
PO4598,PROD001,SUPP003,4/9/25,4/22/25,4/22/25,401,401,77,"30,877",Net 30,13,B
PO4599,PROD004,SUPP002,4/28/25,5/17/25,5/16/25,459,454,200,"91,800",Net 45,19,B
PO4600,PROD004,SUPP004,5/30/25,6/10/25,6/12/25,251,246,137,"34,387",Net 45,11,C
PO4601,PROD003,SUPP003,4/9/25,4/27/25,4/30/25,298,297,101,"30,098",Net 60,18,A
PO4602,PROD002,SUPP002,5/14/25,6/3/25,6/6/25,72,72,135,"9,720",Net 60,20,B
PO4603,PROD005,SUPP003,5/16/25,5/26/25,5/26/25,28,25,176,"4,928",Net 45,10,C
PO4604,PROD001,SUPP002,5/30/25,6/11/25,6/13/25,130,127,71,"9,230",Net 30,12,A
PO4605,PROD005,SUPP004,5/20/25,6/3/25,6/1/25,347,344,140,"48,580",Net 45,14,B
PO4606,PROD002,SUPP001,5/19/25,5/30/25,6/2/25,185,183,105,"19,425",Net 60,11,A
PO4607,PROD004,SUPP003,5/25/25,6/13/25,6/13/25,82,82,109,"8,938",Net 45,19,A
PO4608,PROD003,SUPP001,4/16/25,5/2/25,5/2/25,269,269,174,"46,806",Net 30,16,B
