Insured/Policyholder ID,Demographics,Location,Customer Segment,Years as Customer,Number of Policies Held,Previous Claims History
INS58358,"50, Female, Married","Athens, GA, 30601",Commercial,9,1,"2 prior claims, $15000 total paid"
INS58359,"40, Male, Married","Athens, GA, 30601",Small Business,4,3,"3 prior claims, $20000 total paid"
INS58360,"50, Female, Married","Athens, GA, 30601",High Value,13,2,"3 prior claims, $20000 total paid"
INS58361,"35, Male, Single","Savannah, GA, 31401",High Value,5,4,"1 prior claim, $5000 total paid"
INS58362,"60, Male, Single","Albany, GA, 31701",High Value,17,3,"1 prior claim, $5000 total paid"
INS58363,"50, Female, Married","Albany, GA, 31701",Small Business,5,1,"2 prior claims, $15000 total paid"
INS58364,"45, Male, Married","Roswell, GA, 30075",High Value,4,2,"2 prior claims, $15000 total paid"
INS58365,"55, Female, Single","Athens, GA, 30601",Small Business,15,4,"1 prior claim, $2000 total paid"
INS58366,"30, Female, Married","Roswell, GA, 30075",High Value,15,2,"3 prior claims, $20000 total paid"
INS58367,"40, Male, Married","Albany, GA, 31701",Standard,19,3,"2 prior claims, $15000 total paid"
INS58368,"30, Female, Married","Savannah, GA, 31401",Small Business,1,4,0 prior claims
INS58369,"60, Male, Single","Athens, GA, 30601",Commercial,15,2,"1 prior claim, $2000 total paid"
INS58370,"28, Female, Single","Roswell, GA, 30075",Small Business,11,1,"3 prior claims, $20000 total paid"
INS58371,"50, Female, Married","Macon, GA, 31201",Standard,2,4,"1 prior claim, $5000 total paid"
INS58372,"60, Male, Single","Roswell, GA, 30075",Commercial,11,3,"3 prior claims, $20000 total paid"
INS58373,"45, Male, Married","Albany, GA, 31701",Small Business,7,3,"1 prior claim, $2000 total paid"
INS58374,"45, Male, Married","Macon, GA, 31201",High Value,2,3,"3 prior claims, $20000 total paid"
INS58375,"28, Female, Single","Savannah, GA, 31401",High Value,8,3,"1 prior claim, $5000 total paid"
INS58376,"60, Male, Single","Macon, GA, 31201",Commercial,6,3,"1 prior claim, $5000 total paid"
INS58377,"35, Male, Single","Savannah, GA, 31401",Small Business,6,2,"3 prior claims, $20000 total paid"
INS58378,"35, Male, Single","Augusta, GA, 30901",Small Business,17,1,"1 prior claim, $2000 total paid"
INS58379,"50, Female, Married","Atlanta, GA, 30303",Standard,6,4,"3 prior claims, $20000 total paid"
INS58380,"35, Male, Single","Athens, GA, 30601",High Value,19,3,"3 prior claims, $20000 total paid"
INS58381,"40, Male, Married","Atlanta, GA, 30303",Small Business,13,3,"3 prior claims, $20000 total paid"
INS58382,"35, Male, Single","Columbus, GA, 31901",Commercial,10,3,0 prior claims
INS58383,"35, Male, Single","Macon, GA, 31201",Commercial,15,2,"1 prior claim, $2000 total paid"
INS58384,"35, Male, Single","Roswell, GA, 30075",Small Business,13,3,"1 prior claim, $5000 total paid"
INS58385,"28, Female, Single","Albany, GA, 31701",Standard,19,3,"3 prior claims, $20000 total paid"
INS58386,"40, Male, Married","Roswell, GA, 30075",Commercial,14,4,"1 prior claim, $5000 total paid"
INS58387,"28, Female, Single","Roswell, GA, 30075",Commercial,5,4,"1 prior claim, $2000 total paid"
INS58388,"60, Male, Single","Atlanta, GA, 30303",High Value,4,3,"2 prior claims, $15000 total paid"
INS58389,"35, Male, Single","Columbus, GA, 31901",Standard,17,2,0 prior claims
INS58390,"28, Female, Single","Athens, GA, 30601",Standard,4,1,0 prior claims
INS58391,"40, Male, Married","Columbus, GA, 31901",Standard,10,3,"1 prior claim, $5000 total paid"
INS58392,"50, Female, Married","Macon, GA, 31201",High Value,1,1,"2 prior claims, $15000 total paid"
INS58393,"35, Male, Single","Roswell, GA, 30075",High Value,13,1,"1 prior claim, $2000 total paid"
INS58394,"55, Female, Single","Augusta, GA, 30901",High Value,11,3,0 prior claims
INS58395,"60, Male, Single","Columbus, GA, 31901",Small Business,4,3,0 prior claims
INS58396,"30, Female, Married","Atlanta, GA, 30303",High Value,8,4,"3 prior claims, $20000 total paid"
INS58397,"30, Female, Married","Columbus, GA, 31901",Small Business,20,4,"1 prior claim, $5000 total paid"
INS58398,"50, Female, Married","Athens, GA, 30601",Standard,8,4,0 prior claims
INS58399,"28, Female, Single","Atlanta, GA, 30303",High Value,15,2,"1 prior claim, $2000 total paid"
INS58400,"30, Female, Married","Atlanta, GA, 30303",Standard,6,3,0 prior claims
INS58401,"30, Female, Married","Albany, GA, 31701",Small Business,20,4,"3 prior claims, $20000 total paid"
INS58402,"30, Female, Married","Columbus, GA, 31901",Small Business,13,4,"1 prior claim, $2000 total paid"
INS58403,"28, Female, Single","Augusta, GA, 30901",Standard,10,4,"3 prior claims, $20000 total paid"
INS58404,"60, Male, Single","Macon, GA, 31201",Commercial,12,1,"2 prior claims, $15000 total paid"
INS58405,"40, Male, Married","Savannah, GA, 31401",Small Business,10,3,"2 prior claims, $15000 total paid"
INS58406,"28, Female, Single","Athens, GA, 30601",High Value,9,1,"1 prior claim, $5000 total paid"
INS58407,"55, Female, Single","Roswell, GA, 30075",High Value,20,4,"2 prior claims, $15000 total paid"
INS58408,"40, Male, Married","Roswell, GA, 30075",Small Business,20,4,"2 prior claims, $15000 total paid"
INS58409,"60, Male, Single","Columbus, GA, 31901",High Value,9,2,"2 prior claims, $15000 total paid"
INS58410,"35, Male, Single","Macon, GA, 31201",Commercial,4,4,"1 prior claim, $5000 total paid"
INS58411,"28, Female, Single","Macon, GA, 31201",Standard,17,3,"1 prior claim, $5000 total paid"
INS58412,"28, Female, Single","Columbus, GA, 31901",Standard,8,2,"2 prior claims, $15000 total paid"
INS58413,"35, Male, Single","Roswell, GA, 30075",Commercial,12,1,0 prior claims
INS58414,"30, Female, Married","Albany, GA, 31701",High Value,10,4,"1 prior claim, $5000 total paid"
INS58415,"30, Female, Married","Atlanta, GA, 30303",Small Business,11,1,"3 prior claims, $20000 total paid"
INS58416,"50, Female, Married","Columbus, GA, 31901",High Value,16,1,"1 prior claim, $5000 total paid"
INS58417,"50, Female, Married","Augusta, GA, 30901",High Value,20,4,"3 prior claims, $20000 total paid"
INS58418,"28, Female, Single","Augusta, GA, 30901",Standard,8,4,"1 prior claim, $5000 total paid"
INS58419,"40, Male, Married","Albany, GA, 31701",Small Business,2,1,"1 prior claim, $5000 total paid"
INS58420,"45, Male, Married","Columbus, GA, 31901",Small Business,19,1,"1 prior claim, $5000 total paid"
INS58421,"60, Male, Single","Macon, GA, 31201",Small Business,14,3,"3 prior claims, $20000 total paid"
INS58422,"55, Female, Single","Atlanta, GA, 30303",Commercial,8,3,"3 prior claims, $20000 total paid"
INS58423,"28, Female, Single","Atlanta, GA, 30303",Commercial,17,3,"1 prior claim, $2000 total paid"
INS58424,"30, Female, Married","Macon, GA, 31201",Commercial,11,4,"1 prior claim, $2000 total paid"
INS58425,"30, Female, Married","Columbus, GA, 31901",High Value,9,2,"3 prior claims, $20000 total paid"
INS58426,"28, Female, Single","Albany, GA, 31701",Commercial,5,4,"3 prior claims, $20000 total paid"
INS58427,"50, Female, Married","Roswell, GA, 30075",Commercial,5,2,"1 prior claim, $5000 total paid"
INS58428,"35, Male, Single","Athens, GA, 30601",Standard,18,2,"3 prior claims, $20000 total paid"
INS58429,"35, Male, Single","Atlanta, GA, 30303",Commercial,12,4,"1 prior claim, $2000 total paid"
INS58430,"35, Male, Single","Augusta, GA, 30901",Small Business,4,4,"1 prior claim, $2000 total paid"
INS58431,"40, Male, Married","Macon, GA, 31201",High Value,5,1,"3 prior claims, $20000 total paid"
INS58432,"35, Male, Single","Augusta, GA, 30901",High Value,7,2,0 prior claims
INS58433,"35, Male, Single","Albany, GA, 31701",Commercial,14,3,"1 prior claim, $2000 total paid"
INS58434,"28, Female, Single","Columbus, GA, 31901",Standard,15,1,0 prior claims
INS58435,"50, Female, Married","Atlanta, GA, 30303",Commercial,9,3,"2 prior claims, $15000 total paid"
INS58436,"45, Male, Married","Roswell, GA, 30075",High Value,6,2,"2 prior claims, $15000 total paid"
INS58437,"60, Male, Single","Atlanta, GA, 30303",Small Business,15,4,"3 prior claims, $20000 total paid"
INS58438,"60, Male, Single","Roswell, GA, 30075",High Value,1,2,"1 prior claim, $5000 total paid"
INS58439,"28, Female, Single","Athens, GA, 30601",Commercial,6,1,0 prior claims
INS58440,"28, Female, Single","Albany, GA, 31701",Commercial,4,2,"2 prior claims, $15000 total paid"
INS58441,"50, Female, Married","Macon, GA, 31201",Small Business,4,3,"2 prior claims, $15000 total paid"
INS58442,"55, Female, Single","Macon, GA, 31201",Commercial,20,1,0 prior claims
INS58443,"40, Male, Married","Savannah, GA, 31401",High Value,9,3,"3 prior claims, $20000 total paid"
INS58444,"55, Female, Single","Albany, GA, 31701",Small Business,12,4,"1 prior claim, $5000 total paid"
INS58445,"45, Male, Married","Albany, GA, 31701",Standard,10,1,"3 prior claims, $20000 total paid"
INS58446,"30, Female, Married","Columbus, GA, 31901",High Value,11,4,"1 prior claim, $5000 total paid"
INS58447,"30, Female, Married","Savannah, GA, 31401",Small Business,20,1,0 prior claims
INS58448,"35, Male, Single","Albany, GA, 31701",Commercial,6,4,"1 prior claim, $2000 total paid"
INS58449,"40, Male, Married","Columbus, GA, 31901",High Value,17,2,0 prior claims
INS58450,"60, Male, Single","Albany, GA, 31701",Standard,1,3,0 prior claims
INS58451,"40, Male, Married","Roswell, GA, 30075",Standard,6,2,"1 prior claim, $2000 total paid"
INS58452,"30, Female, Married","Atlanta, GA, 30303",Commercial,17,1,"1 prior claim, $5000 total paid"
INS58453,"35, Male, Single","Roswell, GA, 30075",High Value,9,2,"1 prior claim, $5000 total paid"
INS58454,"40, Male, Married","Atlanta, GA, 30303",Commercial,16,1,"1 prior claim, $5000 total paid"
INS58455,"28, Female, Single","Macon, GA, 31201",Standard,11,3,"3 prior claims, $20000 total paid"
INS58456,"35, Male, Single","Albany, GA, 31701",Small Business,19,4,"2 prior claims, $15000 total paid"
INS58457,"55, Female, Single","Roswell, GA, 30075",Standard,8,2,"2 prior claims, $15000 total paid"
INS58458,"55, Female, Single","Macon, GA, 31201",Commercial,15,1,"1 prior claim, $5000 total paid"
INS58459,"60, Male, Single","Augusta, GA, 30901",Commercial,18,2,"1 prior claim, $2000 total paid"
INS58460,"60, Male, Single","Albany, GA, 31701",Small Business,19,1,"1 prior claim, $5000 total paid"
INS58461,"28, Female, Single","Savannah, GA, 31401",Small Business,14,4,"3 prior claims, $20000 total paid"
INS58462,"40, Male, Married","Savannah, GA, 31401",Standard,4,2,"1 prior claim, $2000 total paid"
INS58463,"55, Female, Single","Albany, GA, 31701",Standard,9,4,"3 prior claims, $20000 total paid"
INS58464,"30, Female, Married","Atlanta, GA, 30303",High Value,17,1,0 prior claims
INS58465,"50, Female, Married","Atlanta, GA, 30303",Standard,18,4,"3 prior claims, $20000 total paid"
INS58466,"45, Male, Married","Savannah, GA, 31401",Commercial,13,2,"3 prior claims, $20000 total paid"
INS58467,"35, Male, Single","Roswell, GA, 30075",High Value,8,1,0 prior claims
INS58468,"30, Female, Married","Columbus, GA, 31901",Small Business,1,2,"1 prior claim, $2000 total paid"
INS58469,"40, Male, Married","Columbus, GA, 31901",Small Business,13,4,"1 prior claim, $5000 total paid"
INS58470,"60, Male, Single","Macon, GA, 31201",Commercial,2,2,"3 prior claims, $20000 total paid"
INS58471,"60, Male, Single","Albany, GA, 31701",Commercial,7,1,"1 prior claim, $5000 total paid"
INS58472,"35, Male, Single","Augusta, GA, 30901",High Value,7,3,0 prior claims
INS58473,"50, Female, Married","Roswell, GA, 30075",Standard,15,1,0 prior claims
INS58474,"40, Male, Married","Athens, GA, 30601",Standard,12,4,"1 prior claim, $2000 total paid"
INS58475,"30, Female, Married","Roswell, GA, 30075",Small Business,12,3,"3 prior claims, $20000 total paid"
INS58476,"35, Male, Single","Augusta, GA, 30901",Commercial,15,3,"1 prior claim, $2000 total paid"
INS58477,"30, Female, Married","Roswell, GA, 30075",Standard,5,3,0 prior claims
INS58478,"50, Female, Married","Macon, GA, 31201",Standard,2,4,"1 prior claim, $5000 total paid"
INS58479,"40, Male, Married","Augusta, GA, 30901",Standard,19,2,0 prior claims
INS58480,"45, Male, Married","Albany, GA, 31701",Standard,7,2,"1 prior claim, $5000 total paid"
INS58481,"28, Female, Single","Roswell, GA, 30075",Standard,3,2,"1 prior claim, $2000 total paid"
INS58482,"55, Female, Single","Augusta, GA, 30901",High Value,8,4,"1 prior claim, $5000 total paid"
INS58483,"40, Male, Married","Albany, GA, 31701",Commercial,9,4,"3 prior claims, $20000 total paid"
INS58484,"40, Male, Married","Albany, GA, 31701",Standard,12,3,0 prior claims
INS58485,"45, Male, Married","Columbus, GA, 31901",Small Business,1,2,"1 prior claim, $2000 total paid"
INS58486,"28, Female, Single","Savannah, GA, 31401",Commercial,11,4,"3 prior claims, $20000 total paid"
INS58487,"50, Female, Married","Savannah, GA, 31401",High Value,13,1,"3 prior claims, $20000 total paid"
INS58488,"45, Male, Married","Athens, GA, 30601",Standard,11,1,"2 prior claims, $15000 total paid"
INS58489,"45, Male, Married","Athens, GA, 30601",Commercial,15,4,"2 prior claims, $15000 total paid"
INS58490,"40, Male, Married","Roswell, GA, 30075",Commercial,8,3,0 prior claims
INS58491,"50, Female, Married","Roswell, GA, 30075",Standard,10,4,0 prior claims
INS58492,"55, Female, Single","Atlanta, GA, 30303",Commercial,2,3,"1 prior claim, $2000 total paid"
INS58493,"35, Male, Single","Columbus, GA, 31901",High Value,10,3,"1 prior claim, $5000 total paid"
INS58494,"50, Female, Married","Atlanta, GA, 30303",High Value,7,2,"2 prior claims, $15000 total paid"
INS58495,"30, Female, Married","Columbus, GA, 31901",Standard,19,2,"1 prior claim, $2000 total paid"
INS58496,"45, Male, Married","Albany, GA, 31701",Small Business,3,4,0 prior claims
INS58497,"40, Male, Married","Albany, GA, 31701",Small Business,11,2,"2 prior claims, $15000 total paid"
INS58498,"45, Male, Married","Athens, GA, 30601",Small Business,7,1,"1 prior claim, $2000 total paid"
INS58499,"35, Male, Single","Columbus, GA, 31901",High Value,6,2,"2 prior claims, $15000 total paid"
INS58500,"28, Female, Single","Roswell, GA, 30075",Commercial,5,2,"1 prior claim, $5000 total paid"
INS58501,"40, Male, Married","Augusta, GA, 30901",Standard,14,1,0 prior claims
INS58502,"28, Female, Single","Atlanta, GA, 30303",Commercial,20,1,"3 prior claims, $20000 total paid"
INS58503,"60, Male, Single","Roswell, GA, 30075",High Value,16,4,"2 prior claims, $15000 total paid"
INS58504,"60, Male, Single","Atlanta, GA, 30303",Commercial,10,1,"3 prior claims, $20000 total paid"
INS58505,"30, Female, Married","Athens, GA, 30601",High Value,18,2,"2 prior claims, $15000 total paid"
INS58506,"45, Male, Married","Columbus, GA, 31901",Small Business,18,2,"1 prior claim, $2000 total paid"
INS58507,"60, Male, Single","Augusta, GA, 30901",High Value,11,3,0 prior claims
INS58508,"40, Male, Married","Augusta, GA, 30901",High Value,12,1,"1 prior claim, $5000 total paid"
INS58509,"40, Male, Married","Macon, GA, 31201",High Value,5,1,"1 prior claim, $2000 total paid"
INS58510,"50, Female, Married","Athens, GA, 30601",Standard,6,3,"1 prior claim, $5000 total paid"
INS58511,"45, Male, Married","Columbus, GA, 31901",Standard,12,3,"2 prior claims, $15000 total paid"
INS58512,"55, Female, Single","Roswell, GA, 30075",Commercial,18,3,"3 prior claims, $20000 total paid"
INS58513,"28, Female, Single","Macon, GA, 31201",Commercial,8,2,"3 prior claims, $20000 total paid"
INS58514,"28, Female, Single","Albany, GA, 31701",Commercial,1,1,"1 prior claim, $2000 total paid"
INS58515,"40, Male, Married","Savannah, GA, 31401",High Value,11,1,"3 prior claims, $20000 total paid"
INS58516,"35, Male, Single","Savannah, GA, 31401",High Value,15,4,"1 prior claim, $5000 total paid"
INS58517,"35, Male, Single","Savannah, GA, 31401",Small Business,2,2,"1 prior claim, $2000 total paid"
INS58518,"40, Male, Married","Atlanta, GA, 30303",Small Business,4,4,"2 prior claims, $15000 total paid"
INS58519,"40, Male, Married","Macon, GA, 31201",Standard,4,3,"3 prior claims, $20000 total paid"
INS58520,"35, Male, Single","Augusta, GA, 30901",Standard,2,1,0 prior claims
INS58521,"28, Female, Single","Athens, GA, 30601",Commercial,5,1,"1 prior claim, $5000 total paid"
INS58522,"50, Female, Married","Savannah, GA, 31401",Small Business,6,3,"2 prior claims, $15000 total paid"
INS58523,"50, Female, Married","Augusta, GA, 30901",Commercial,2,3,0 prior claims
INS58524,"35, Male, Single","Columbus, GA, 31901",Standard,6,2,"1 prior claim, $5000 total paid"
INS58525,"60, Male, Single","Savannah, GA, 31401",Standard,13,3,"3 prior claims, $20000 total paid"
INS58526,"50, Female, Married","Macon, GA, 31201",Small Business,13,1,"2 prior claims, $15000 total paid"
INS58527,"55, Female, Single","Roswell, GA, 30075",Small Business,4,2,"3 prior claims, $20000 total paid"
INS58528,"45, Male, Married","Roswell, GA, 30075",Small Business,15,2,0 prior claims
INS58529,"45, Male, Married","Atlanta, GA, 30303",Commercial,9,3,"3 prior claims, $20000 total paid"
INS58530,"30, Female, Married","Albany, GA, 31701",High Value,15,3,"1 prior claim, $2000 total paid"
INS58531,"45, Male, Married","Macon, GA, 31201",High Value,20,1,"3 prior claims, $20000 total paid"
INS58532,"60, Male, Single","Savannah, GA, 31401",Standard,8,3,0 prior claims
INS58533,"40, Male, Married","Augusta, GA, 30901",High Value,6,2,"1 prior claim, $2000 total paid"
