Policy Number,Policy Effective Date,Policy Expiration Date,Product Name/Type,Coverage Limits,Deductible Amount,Premium Amount,Agent/Broker ID,Underwriting Segment/Risk Class
POL83406,3/10/22,3/9/23,Auto Standard,100000,500,1200,AGT102,Standard
POL83407,2/27/22,2/26/23,Health Basic,5000,250,500,AGT103,Standard
POL83408,10/20/22,10/19/23,Auto Standard,100000,500,1200,AGT103,Standard
POL83409,9/5/23,9/3/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83410,9/15/22,9/14/23,Health Basic,5000,250,500,AGT103,Standard
POL83411,7/2/23,6/30/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83412,12/7/23,12/5/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83413,5/29/23,5/27/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83414,3/28/22,3/27/23,Auto Standard,100000,500,1200,AGT103,Standard
POL83415,4/26/23,4/24/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83416,2/11/23,2/10/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83417,10/16/23,10/14/24,Auto Standard,100000,500,1200,AGT103,Standard
POL83418,4/25/22,4/24/23,Auto Standard,100000,500,1200,AGT101,Standard
POL83419,4/11/22,4/10/23,Auto Standard,100000,500,1200,AGT101,Standard
POL83420,2/17/22,2/16/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83421,9/2/22,9/1/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83422,5/7/23,5/5/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83423,5/6/23,5/4/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83424,10/2/23,9/30/24,Auto Standard,100000,500,1200,AGT103,Standard
POL83425,12/9/23,12/7/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83426,12/25/22,12/24/23,Health Basic,5000,250,500,AGT101,Standard
POL83427,12/31/23,12/29/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83428,5/3/22,5/2/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83429,5/6/23,5/4/24,Health Basic,5000,250,500,AGT103,Standard
POL83430,3/5/23,3/3/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83431,10/4/23,10/2/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83432,4/2/22,4/1/23,Auto Standard,100000,500,1200,AGT101,Standard
POL83433,1/11/23,1/10/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83434,12/8/22,12/7/23,Health Basic,5000,250,500,AGT101,Standard
POL83435,6/29/23,6/27/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83436,10/3/23,10/1/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83437,8/26/22,8/25/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83438,10/13/22,10/12/23,Health Basic,5000,250,500,AGT102,Standard
POL83439,8/4/23,8/2/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83440,8/5/22,8/4/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83441,11/4/22,11/3/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83442,9/18/23,9/16/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83443,3/11/23,3/9/24,Health Basic,5000,250,500,AGT103,Standard
POL83444,9/8/22,9/7/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83445,2/1/23,1/31/24,Health Basic,5000,250,500,AGT101,Standard
POL83446,9/9/23,9/7/24,Health Basic,5000,250,500,AGT101,Standard
POL83447,9/18/23,9/16/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83448,7/27/23,7/25/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83449,2/6/23,2/5/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83450,1/3/22,1/2/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83451,6/11/22,6/10/23,Auto Standard,100000,500,1200,AGT103,Standard
POL83452,3/5/23,3/3/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83453,6/24/22,6/23/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83454,2/6/22,2/5/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83455,11/25/22,11/24/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83456,1/31/22,1/30/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83457,10/21/22,10/20/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83458,5/31/22,5/30/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83459,5/17/22,5/16/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83460,3/25/22,3/24/23,Health Basic,5000,250,500,AGT103,Standard
POL83461,5/8/22,5/7/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83462,9/20/23,9/18/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83463,10/25/23,10/23/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83464,11/26/23,11/24/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83465,5/12/22,5/11/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83466,8/9/23,8/7/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83467,8/22/23,8/20/24,Health Basic,5000,250,500,AGT103,Standard
POL83468,4/18/22,4/17/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83469,8/14/23,8/12/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83470,7/4/22,7/3/23,Health Basic,5000,250,500,AGT102,Standard
POL83471,4/17/22,4/16/23,Auto Standard,100000,500,1200,AGT101,Standard
POL83472,7/31/22,7/30/23,Health Basic,5000,250,500,AGT103,Standard
POL83473,1/18/23,1/17/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83474,10/24/22,10/23/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83475,10/18/23,10/16/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83476,4/24/23,4/22/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83477,1/30/23,1/29/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83478,12/15/23,12/13/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83479,9/18/23,9/16/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83480,12/27/22,12/26/23,Health Basic,5000,250,500,AGT103,Standard
POL83481,11/11/22,11/10/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83482,10/31/22,10/30/23,Auto Standard,100000,500,1200,AGT101,Standard
POL83483,7/24/22,7/23/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83484,10/29/22,10/28/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83485,2/26/23,2/25/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83486,1/20/23,1/19/24,Health Basic,5000,250,500,AGT103,Standard
POL83487,9/24/22,9/23/23,Health Basic,5000,250,500,AGT102,Standard
POL83488,7/28/23,7/26/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83489,10/19/23,10/17/24,Auto Standard,100000,500,1200,AGT103,Standard
POL83490,1/4/23,1/3/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83491,10/9/22,10/8/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83492,2/12/22,2/11/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83493,12/3/22,12/2/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83494,2/15/23,2/14/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83495,5/12/22,5/11/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83496,6/12/23,6/10/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83497,5/17/22,5/16/23,Auto Standard,100000,500,1200,AGT103,Standard
POL83498,8/11/23,8/9/24,Health Basic,5000,250,500,AGT101,Standard
POL83499,12/16/22,12/15/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83500,2/25/23,2/24/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83501,12/7/22,12/6/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83502,8/11/22,8/10/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83503,6/10/22,6/9/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83504,7/26/22,7/25/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83505,1/26/22,1/25/23,Health Basic,5000,250,500,AGT103,Standard
POL83506,9/29/22,9/28/23,Health Basic,5000,250,500,AGT101,Standard
POL83507,10/23/22,10/22/23,Auto Standard,100000,500,1200,AGT103,Standard
POL83508,11/8/23,11/6/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83509,6/4/22,6/3/23,Health Basic,5000,250,500,AGT101,Standard
POL83510,12/12/23,12/10/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83511,8/26/23,8/24/24,Health Basic,5000,250,500,AGT103,Standard
POL83512,11/12/22,11/11/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83513,11/6/23,11/4/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83514,2/16/22,2/15/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83515,2/7/23,2/6/24,Health Basic,5000,250,500,AGT101,Standard
POL83516,10/15/22,10/14/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83517,7/4/23,7/2/24,Health Basic,5000,250,500,AGT101,Standard
POL83518,10/24/23,10/22/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83519,4/24/22,4/23/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83520,9/23/22,9/22/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83521,3/4/23,3/2/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83522,11/22/22,11/21/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83523,2/7/22,2/6/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83524,6/24/22,6/23/23,Health Basic,5000,250,500,AGT101,Standard
POL83525,5/16/22,5/15/23,Auto Standard,100000,500,1200,AGT102,Standard
POL83526,3/8/23,3/6/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83527,12/20/23,12/18/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83528,8/3/22,8/2/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83529,10/26/23,10/24/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83530,4/26/22,4/25/23,Auto Standard,100000,500,1200,AGT103,Standard
POL83531,7/14/23,7/12/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83532,12/29/22,12/28/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83533,7/18/23,7/16/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83534,5/24/23,5/22/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83535,3/10/22,3/9/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83536,12/9/23,12/7/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83537,5/21/23,5/19/24,Health Basic,5000,250,500,AGT101,Standard
POL83538,3/28/22,3/27/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83539,7/25/22,7/24/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83540,11/14/22,11/13/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83541,4/3/22,4/2/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83542,11/11/23,11/9/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83543,2/22/23,2/21/24,Health Basic,5000,250,500,AGT101,Standard
POL83544,12/3/23,12/1/24,Health Basic,5000,250,500,AGT101,Standard
POL83545,4/5/23,4/3/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83546,3/12/23,3/10/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83547,10/3/23,10/1/24,Health Basic,5000,250,500,AGT101,Standard
POL83548,6/15/23,6/13/24,Health Basic,5000,250,500,AGT102,Standard
POL83549,6/5/22,6/4/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83550,12/18/22,12/17/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83551,8/15/22,8/14/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83552,9/28/22,9/27/23,Auto Standard,100000,500,1200,AGT102,Standard
POL83553,10/27/23,10/25/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83554,2/5/22,2/4/23,Auto Standard,100000,500,1200,AGT102,Standard
POL83555,5/8/23,5/6/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83556,12/9/23,12/7/24,Health Basic,5000,250,500,AGT101,Standard
POL83557,2/26/22,2/25/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83558,9/5/22,9/4/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83559,11/25/22,11/24/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83560,7/26/23,7/24/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83561,5/12/22,5/11/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83562,2/13/22,2/12/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83563,7/29/23,7/27/24,Auto Standard,100000,500,1200,AGT103,Standard
POL83564,9/14/22,9/13/23,Health Basic,5000,250,500,AGT103,Standard
POL83565,7/27/22,7/26/23,Health Basic,5000,250,500,AGT103,Standard
POL83566,1/16/22,1/15/23,Health Basic,5000,250,500,AGT102,Standard
POL83567,7/19/23,7/17/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83568,4/10/22,4/9/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83569,3/21/22,3/20/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83570,4/5/22,4/4/23,Health Basic,5000,250,500,AGT101,Standard
POL83571,8/6/22,8/5/23,Health Basic,5000,250,500,AGT101,Standard
POL83572,9/14/23,9/12/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83573,12/25/22,12/24/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83574,8/31/23,8/29/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83575,7/7/23,7/5/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83576,2/17/22,2/16/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83577,7/12/22,7/11/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83578,1/5/23,1/4/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83579,3/9/22,3/8/23,Health Basic,5000,250,500,AGT101,Standard
POL83580,2/4/22,2/3/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83581,10/5/23,10/3/24,Health Basic,5000,250,500,AGT102,Standard
POL83582,6/3/22,6/2/23,Health Basic,5000,250,500,AGT101,Standard
POL83583,6/24/23,6/22/24,Health Basic,5000,250,500,AGT101,Standard
POL83584,8/1/23,7/30/24,Health Basic,5000,250,500,AGT101,Standard
POL83585,10/18/23,10/16/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83586,2/25/22,2/24/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83587,12/28/23,12/26/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83588,3/24/22,3/23/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83589,7/24/22,7/23/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83590,1/7/22,1/6/23,Health Basic,5000,250,500,AGT102,Standard
POL83591,2/18/23,2/17/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83592,2/16/23,2/15/24,Auto Standard,100000,500,1200,AGT103,Standard
POL83593,12/9/23,12/7/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83594,9/12/22,9/11/23,Auto Standard,100000,500,1200,AGT102,Standard
POL83595,1/17/23,1/16/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83596,12/9/23,12/7/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83597,1/17/23,1/16/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83598,1/28/23,1/27/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL83599,9/20/23,9/18/24,Health Basic,5000,250,500,AGT101,Standard
POL83600,1/11/22,1/10/23,Auto Standard,100000,500,1200,AGT101,Standard
POL83601,4/22/22,4/21/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83602,7/7/22,7/6/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83603,12/6/23,12/4/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83604,8/13/23,8/11/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83605,6/4/22,6/3/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83606,12/22/23,12/20/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83607,8/17/23,8/15/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83608,2/14/23,2/13/24,Health Basic,5000,250,500,AGT102,Standard
POL83609,2/2/23,2/1/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83610,1/9/23,1/8/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83611,1/2/23,1/1/24,Health Basic,5000,250,500,AGT103,Standard
POL83612,4/15/23,4/13/24,Health Basic,5000,250,500,AGT103,Standard
POL83613,1/10/22,1/9/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83614,2/12/22,2/11/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83615,2/19/22,2/18/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83616,12/14/23,12/12/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83617,6/29/23,6/27/24,Health Basic,5000,250,500,AGT103,Standard
POL83618,3/27/22,3/26/23,Health Basic,5000,250,500,AGT101,Standard
POL83619,3/4/22,3/3/23,Auto Standard,100000,500,1200,AGT103,Standard
POL83620,6/7/22,6/6/23,Health Basic,5000,250,500,AGT103,Standard
POL83621,3/28/22,3/27/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83622,2/26/23,2/25/24,Health Basic,5000,250,500,AGT103,Standard
POL83623,7/28/22,7/27/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83624,12/2/23,11/30/24,Health Basic,5000,250,500,AGT101,Standard
POL83625,1/31/22,1/30/23,Auto Standard,100000,500,1200,AGT101,Standard
POL83626,9/28/22,9/27/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL83627,1/27/22,1/26/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83628,3/4/23,3/2/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83629,5/2/23,4/30/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83630,4/24/23,4/22/24,Health Basic,5000,250,500,AGT101,Standard
POL83631,12/1/23,11/29/24,Health Basic,5000,250,500,AGT101,Standard
POL83632,7/19/23,7/17/24,Auto Standard,100000,500,1200,AGT101,Standard
POL83633,7/9/22,7/8/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83634,12/8/22,12/7/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83635,6/25/22,6/24/23,Auto Standard,100000,500,1200,AGT103,Standard
POL83636,1/15/22,1/14/23,Health Basic,5000,250,500,AGT102,Standard
POL83637,2/24/23,2/23/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL83638,10/13/22,10/12/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83639,6/19/22,6/18/23,Health Basic,5000,250,500,AGT102,Standard
POL83640,3/9/22,3/8/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83641,11/1/23,10/30/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83642,8/8/23,8/6/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83643,2/20/23,2/19/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83644,3/22/23,3/20/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83645,4/20/22,4/19/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83646,6/26/22,6/25/23,Auto Standard,100000,500,1200,AGT102,Standard
POL83647,3/26/23,3/24/24,Auto Standard,100000,500,1200,AGT103,Standard
POL83648,11/1/22,10/31/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83649,5/5/22,5/4/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83650,8/10/23,8/8/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83651,2/28/22,2/27/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL83652,2/24/23,2/23/24,Auto Standard,100000,500,1200,AGT103,Standard
POL83653,6/27/23,6/25/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83654,9/21/23,9/19/24,Health Basic,5000,250,500,AGT101,Standard
POL83655,7/1/23,6/29/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83656,1/11/22,1/10/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL83657,8/25/23,8/23/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83658,3/9/22,3/8/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL83659,2/26/23,2/25/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83660,9/24/23,9/22/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL83661,8/22/23,8/20/24,Health Basic,5000,250,500,AGT103,Standard
POL83662,3/6/22,3/5/23,Health Basic,5000,250,500,AGT102,Standard
POL83663,7/29/23,7/27/24,Auto Standard,100000,500,1200,AGT102,Standard
POL83664,10/28/22,10/27/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL83665,4/13/23,4/11/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL83666,12/20/23,12/18/24,Health Basic,5000,250,500,AGT101,Standard
